codigo_turma,codigo,nome,professor,credito,vagas,inscritos,status,horario_sala,extra
"ADM1641, TEORIA DAS ORGANIZACOES I, 2GB",ADM1641,TEORIA DAS ORGANIZACOES I,EDMUNDO EUTROPIO COELHO DE SOUZA,2GB,I,TER 09-11 I002  QUI 09-11 I002,0,0,0
"ADM1641, TEORIA DAS ORGANIZACOES I, 2GC",ADM1641,TEORIA DAS ORGANIZACOES I,EDMUNDO EUTROPIO COELHO DE SOUZA,2GC,I,TER 17-19 I005  QUI 17-19 I005,0,0,0
"ADM1642, TEORIA DAS ORGANIZACOES II, 2GA",ADM1642,TEORIA DAS ORGANIZACOES II,EDMUNDO EUTROPIO COELHO DE SOUZA,2GA,I,QUA 07-09 I006,0,0,0
"ADM1642, TEORIA DAS ORGANIZACOES II, 2GB",ADM1642,TEORIA DAS ORGANIZACOES II,ANA HELOISA DA COSTA LEMOS,2GB,I,SEG 19-21 I006,0,0,0
"ADM1643, COMPETENCIAS DE GESTAO, 2GA",ADM1643,COMPETENCIAS DE GESTAO,PATRICIA ITALA FERREIRA,2GA,I,GAVEA,0,2,0
"ADM1643, COMPETENCIAS DE GESTAO, 2GB",ADM1643,COMPETENCIAS DE GESTAO,MARCELO FERNANDEZ PINEIRO,2GB,I,GAVEA,0,2,0
"ADM1643, COMPETENCIAS DE GESTAO, 2GC",ADM1643,COMPETENCIAS DE GESTAO,MARCELO FERNANDEZ PINEIRO,2GC,I,GAVEA,0,2,0
"ADM1644, GESTAO DE PESSOAS, 2GA",ADM1644,GESTAO DE PESSOAS,RENATA MACHADO RIBEIRO NUNES,2GA,I,SEG 09-11 I011  QUA 09-11 I011,0,0,0
"ADM1644, GESTAO DE PESSOAS, 2GB",ADM1644,GESTAO DE PESSOAS,PATRICIA ITALA FERREIRA,2GB,I,SEG 11-13 I004  QUA 11-13 I004,0,0,0
"ADM1644, GESTAO DE PESSOAS, 2GC",ADM1644,GESTAO DE PESSOAS,ANDREA GOMES BITTENCOURT,2GC,I,SEG 21-23 L428  QUA 21-23 L428,0,0,0
"ADM1646, INOVACAO EM MODELOS DE NEGOCIO, 2GA",ADM1646,INOVACAO EM MODELOS DE NEGOCIO,SYLVIA THEREZINHA DE ALMEIDA MORAES,2GA,I,GAVEA,0,2,0
"ADM1646, INOVACAO EM MODELOS DE NEGOCIO, 2GB",ADM1646,INOVACAO EM MODELOS DE NEGOCIO,SYLVIA THEREZINHA DE ALMEIDA MORAES,2GB,I,GAVEA,0,2,0
"ADM1646, INOVACAO EM MODELOS DE NEGOCIO, 2GC",ADM1646,INOVACAO EM MODELOS DE NEGOCIO,SYLVIA THEREZINHA DE ALMEIDA MORAES,2GC,I,GAVEA,0,2,0
"ADM1647, ESTRATEGIA DE EMPRESAS, 2GA",ADM1647,ESTRATEGIA DE EMPRESAS,CLARICE SECCHES KOGUT,2GA,I,TER 11-13 I012  QUI 11-13 I012,0,0,0
"ADM1647, ESTRATEGIA DE EMPRESAS, 2GB",ADM1647,ESTRATEGIA DE EMPRESAS,RENATA PEREGRINO DE BRITO,2GB,I,SEG 11-13 I011  QUA 11-13 I011,0,0,0
"ADM1647, ESTRATEGIA DE EMPRESAS, 2GC",ADM1647,ESTRATEGIA DE EMPRESAS,FABIO DE OLIVEIRA PAULA,2GC,I,TER 17-19 I012  QUI 17-19 I012,0,0,0
"ADM1648, GOVER CORP REPUT DE RISCOS, 2GA",ADM1648,GOVER CORP REPUT DE RISCOS,CIRO VALERIO TORRES DA SILVA,2GA,I,GAVEA,0,2,0
"ADM1648, GOVER CORP REPUT DE RISCOS, 2GB",ADM1648,GOVER CORP REPUT DE RISCOS,CIRO VALERIO TORRES DA SILVA,2GB,I,GAVEA,0,2,0
"ADM1648, GOVER CORP REPUT DE RISCOS, 2GC",ADM1648,GOVER CORP REPUT DE RISCOS,CIRO VALERIO TORRES DA SILVA,2GC,I,GAVEA,0,2,0
"ADM1649, GESTAO DE OPERACOES, 2GA",ADM1649,GESTAO DE OPERACOES,MARCELO GHIARONI DE ALBUQUERQUE E SILVA,2GA,I,SEG 07-09 I005  QUA 07-09 I005,0,0,0
"ADM1649, GESTAO DE OPERACOES, 2GB",ADM1649,GESTAO DE OPERACOES,MARCOS LOPEZ REGO,2GB,I,SEG 17-19 I003  QUA 17-19 I003,0,0,0
"ADM1649, GESTAO DE OPERACOES, 2GC",ADM1649,GESTAO DE OPERACOES,MARCOS LOPEZ REGO,2GC,I,SEG 21-23 L150  QUA 21-23 L150,0,0,0
"ADM1657, NEG SUST E GEST SOCIO ESTRATEG, 2GA",ADM1657,NEG SUST E GEST SOCIO ESTRATEG,MARCOS COHEN,2GA,I,SEG 11-13 I005  QUA 11-13 I005,0,0,0
"ADM1657, NEG SUST E GEST SOCIO ESTRATEG, 2GB",ADM1657,NEG SUST E GEST SOCIO ESTRATEG,CIRO VALERIO TORRES DA SILVA,2GB,I,SEG 19-21 L330  QUA 19-21 L330,0,0,0
"ADM1700, COMPETENCIA DIGITAL, 2GA",ADM1700,COMPETENCIA DIGITAL,FRANCIS BERENGER MACHADO,2GA,I,TER 11-13 I009  QUI 11-13 I009,0,0,0
"ADM1700, COMPETENCIA DIGITAL, 2GB",ADM1700,COMPETENCIA DIGITAL,FRANCIS BERENGER MACHADO,2GB,I,SEG 09-11 I009  QUA 09-11 I009,0,0,0
"ADM1700, COMPETENCIA DIGITAL, 2GC",ADM1700,COMPETENCIA DIGITAL,RAFAEL BARBOSA NASSER,2GC,I,SEG 17-19 I011  QUA 17-19 I011,0,0,0
"ADM1700, COMPETENCIA DIGITAL, 2IA",ADM1700,COMPETENCIA DIGITAL,CRISTINA MARIA MARTINS DE MATOS,2IA,I,TER 13-15 K112  QUI 13-15 K112,0,0,0
"ADM1700, COMPETENCIA DIGITAL, 2IB",ADM1700,COMPETENCIA DIGITAL,CRISTINA MARIA MARTINS DE MATOS,2IB,I,TER 15-17 K112  QUI 15-17 K112,0,0,0
"ADM1701, CULTURA DIGITAL E SOCIEDADE, 2GA",ADM1701,CULTURA DIGITAL E SOCIEDADE,FRANCIS BERENGER MACHADO,2GA,I,TER 11-13 I009  QUI 11-13 I009,0,0,0
"ADM1701, CULTURA DIGITAL E SOCIEDADE, 2GB",ADM1701,CULTURA DIGITAL E SOCIEDADE,FRANCIS BERENGER MACHADO,2GB,I,SEG 09-11 I009  QUA 09-11 I009,0,0,0
"ADM1701, CULTURA DIGITAL E SOCIEDADE, 2GC",ADM1701,CULTURA DIGITAL E SOCIEDADE,RAFAEL BARBOSA NASSER,2GC,I,SEG 17-19 I011  QUA 17-19 I011,0,0,0
"ADM1710, INTRODUCAO A ANALISE DE DADOS, 2GA",ADM1710,INTRODUCAO A ANALISE DE DADOS,GLACIR DE OLIVEIRA GALIMBERTI ZAPATA,2GA,I,QUA 07-09 VIRTUAL  SEX 07-09 VIRTUAL,0,0,0
"ADM1711, PENSAMENTO ANALITICO, 2GA",ADM1711,PENSAMENTO ANALITICO,ANNA MARIA SOTERO DA SILVA NETO,2GA,I,SEG 17-19 LBIAG  QUA 17-19 LBIAG,0,0,0
"ADM1900, TCC (ESTAG SUPERV), 2G1",ADM1900,TCC (ESTAG SUPERV),KARINE DE ALMEIDA KARAM,2G1,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2G2",ADM1900,TCC (ESTAG SUPERV),SYLVIA THEREZINHA DE ALMEIDA MORAES,2G2,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2G3",ADM1900,TCC (ESTAG SUPERV),LEONARDO LIMA GOMES,2G3,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GA",ADM1900,TCC (ESTAG SUPERV),JOAO RENATO DE SOUZA COELHO BENAZZI,2GA,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GB",ADM1900,TCC (ESTAG SUPERV),ALESSANDRA BAIOCCHI ANTUNES CORREA,2GB,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GC",ADM1900,TCC (ESTAG SUPERV),FLAVIA DE SOUZA COSTA NEVES CAVAZOTTE,2GC,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GD",ADM1900,TCC (ESTAG SUPERV),ANDRE CABUS KLOTZLE,2GD,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GE",ADM1900,TCC (ESTAG SUPERV),ANDRE LACOMBE PENNA DA ROCHA,2GE,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GF",ADM1900,TCC (ESTAG SUPERV),ANDRE LUIZ ROIZMAN,2GF,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GG",ADM1900,TCC (ESTAG SUPERV),ANDREA GOMES BITTENCOURT,2GG,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GH",ADM1900,TCC (ESTAG SUPERV),BARBARA PAGLIARI LEVY,2GH,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GI",ADM1900,TCC (ESTAG SUPERV),CARLOS DE LAMARE BASTIAN PINTO,2GI,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GJ",ADM1900,TCC (ESTAG SUPERV),MARCELO GHIARONI DE ALBUQUERQUE E SILVA,2GJ,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GL",ADM1900,TCC (ESTAG SUPERV),CIRO VALERIO TORRES DA SILVA,2GL,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GM",ADM1900,TCC (ESTAG SUPERV),FERNANDA DE OLIVEIRA SANTOS DE SOUZA,2GM,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GN",ADM1900,TCC (ESTAG SUPERV),GRAZIELA XAVIER FORTUNATO,2GN,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GO",ADM1900,TCC (ESTAG SUPERV),JORGE BRANTES FERREIRA,2GO,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GP",ADM1900,TCC (ESTAG SUPERV),LIANA RIBEIRO DOS SANTOS,2GP,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GQ",ADM1900,TCC (ESTAG SUPERV),MARCELO CABUS KLOTZLE,2GQ,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GR",ADM1900,TCC (ESTAG SUPERV),MARCELO FERNANDEZ PINEIRO,2GR,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GS",ADM1900,TCC (ESTAG SUPERV),MARCO AURELIO DE SA RIBEIRO,2GS,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GT",ADM1900,TCC (ESTAG SUPERV),MARCOS LOPEZ REGO,2GT,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GU",ADM1900,TCC (ESTAG SUPERV),MARCUS WILCOX HEMAIS,2GU,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GV",ADM1900,TCC (ESTAG SUPERV),MARIA ISABEL PEIXOTO GUIMARAES,2GV,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GW",ADM1900,TCC (ESTAG SUPERV),MARTIM FRANCISCO DE OLIVEIRA E SILVA,2GW,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GX",ADM1900,TCC (ESTAG SUPERV),LUIZA DE SOUZA E SILVA MARTINS,2GX,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GY",ADM1900,TCC (ESTAG SUPERV),PATRICIA ITALA FERREIRA,2GY,I,GAVEA,0,6,0
"ADM1900, TCC (ESTAG SUPERV), 2GZ",ADM1900,TCC (ESTAG SUPERV),SHEILA DE BARCELLOS MAIA,2GZ,I,GAVEA,0,6,0
"ADM1912, CRIATIVIDADE E INOVACAO ORG, 2GA",ADM1912,CRIATIVIDADE E INOVACAO ORG,LYGIA ALESSANDRA MAGALHAES MAGACHO,2GA,I,TER 07-09 I006,0,2,0
"ADM1914, DESENV E GESTAO COMPETENCIAS, 2GA",ADM1914,DESENV E GESTAO COMPETENCIAS,ANDREA GOMES BITTENCOURT,2GA,I,SEG 19-21 L428,0,2,0
"ADM1918, PROC DECIS E RESOL CONFLITOS, 2GA",ADM1918,PROC DECIS E RESOL CONFLITOS,LYGIA ALESSANDRA MAGALHAES MAGACHO,2GA,I,TER 19-21 L581,0,2,0
"ADM2252, TOPICOS ESPECIAIS EM ADM, 2GA",ADM2252,TOPICOS ESPECIAIS EM ADM,NAIELLY LOPES MARQUES,2GA,I,GAVEA,0,1,0
"ADM2253, TOPICOS ESPECIAIS EM ADM, 2GA",ADM2253,TOPICOS ESPECIAIS EM ADM,FERNANDA DE OLIVEIRA SANTOS DE SOUZA,2GA,I,GAVEA,0,1,0
"ADM2301, ORGANIZACOES CONTEMPORANEAS, 2GA",ADM2301,ORGANIZACOES CONTEMPORANEAS,ALESSANDRA DE SA MELLO DA COSTA,2GA,N,GAVEA,0,2,0
"ADM2302, CONTABILIDADE FINANCEIRA, 2GA",ADM2302,CONTABILIDADE FINANCEIRA,GRAZIELA XAVIER FORTUNATO,2GA,N,GAVEA,0,2,0
"ADM2311, ESTRATEGIAS DE EMPRESAS, 2GA",ADM2311,ESTRATEGIAS DE EMPRESAS,RENATA PEREGRINO DE BRITO,2GA,N,GAVEA,0,2,0
"ADM2312, FUNDAMENTOS DE MARKETING, 2GA",ADM2312,FUNDAMENTOS DE MARKETING,LUIS ALEXANDRE GRUBITS DE PAULA PESSOA,2GA,N,GAVEA,0,2,0
"ADM2313, FINANCAS EMPRESARIAIS, 2GA",ADM2313,FINANCAS EMPRESARIAIS,MARCELO CABUS KLOTZLE,2GA,N,GAVEA,0,2,0
"ADM2318, INOV EST & NOVOS MOD NEGÓCIOS, 2GA",ADM2318,INOV EST & NOVOS MOD NEGÓCIOS,FABIO DE OLIVEIRA PAULA,2GA,N,GAVEA,0,2,0
"ADM2319, ESG E GESTAO SOCIOAMBIENTAL, 2GA",ADM2319,ESG E GESTAO SOCIOAMBIENTAL,MARCOS COHEN,2GA,N,GAVEA,0,2,0
"ADM2326, EXPERIENCIA EM TRANSF DIGITAL, 2GA",ADM2326,EXPERIENCIA EM TRANSF DIGITAL,RAFAEL BARBOSA NASSER,2GA,N,GAVEA,0,2,0
"ADM2327, MARKETING DIGITAL E INOVACAO, 2GA",ADM2327,MARKETING DIGITAL E INOVACAO,JORGE BRANTES FERREIRA,2GA,N,GAVEA,0,2,0
"ADM2330, GES PROJ ABOR AGEIS E PREDITIV, 2GA",ADM2330,GES PROJ ABOR AGEIS E PREDITIV,MARCOS LOPEZ REGO,2GA,N,GAVEA,0,2,0
"ADM2334, GESTÃO MKT DE PROD E SERVIÇOS, 2GA",ADM2334,GESTÃO MKT DE PROD E SERVIÇOS,MARCUS WILCOX HEMAIS,2GA,N,GAVEA,0,2,0
"ADM2335, TRABALHO CONTEXTO DE MUDANÇAS, 2GA",ADM2335,TRABALHO CONTEXTO DE MUDANÇAS,ANA HELOISA DA COSTA LEMOS,2GA,N,GAVEA,0,2,0
"ADM2381, CULTURA PODER NAS ORGANIZACOES, 2GA",ADM2381,CULTURA PODER NAS ORGANIZACOES,PATRICIA AMELIA TOMEI,2GA,N,GAVEA,0,2,0
"ADM2467, TOP ESPECIAIS EM ESTRATEGIA, 2GA",ADM2467,TOP ESPECIAIS EM ESTRATEGIA,FABIO DE OLIVEIRA PAULA,2GA,D,QUI 13-16 I001,0,0,0
"ADM2556, TEORIA GERAL ADMINISTRACAO, 2GA",ADM2556,TEORIA GERAL ADMINISTRACAO,FERNANDA DE OLIVEIRA SANTOS DE SOUZA,2GA,I,,0,0,0
"ADM2560, CULTURA/PODER ORGANIZACOES, 2GA",ADM2560,CULTURA/PODER ORGANIZACOES,PATRICIA AMELIA TOMEI,2GA,D,SEG 16-19 I009,0,0,0
"ADM2566, TEORIA DAS ORGANIZACOES, 2GA",ADM2566,TEORIA DAS ORGANIZACOES,FERNANDA DE OLIVEIRA SANTOS DE SOUZA,2GA,D,TER 13-16 I001,0,0,0
"ADM2576, TOP ESP DE ORGANIZ E PLANEJ, 2GA",ADM2576,TOP ESP DE ORGANIZ E PLANEJ,FLAVIA DE SOUZA COSTA NEVES CAVAZOTTE,2GA,D,QUA 13-16 I009,0,0,0
"ADM2654, PRINCIPIOS DE FINANCAS, 2GA",ADM2654,PRINCIPIOS DE FINANCAS,NAIELLY LOPES MARQUES,2GA,D,QUI 13-16 I004,0,0,0
"ADM2656, INTRODUCAO A CONTABILIDADE, 2GA",ADM2656,INTRODUCAO A CONTABILIDADE,CARLOS DE LAMARE BASTIAN PINTO,2GA,D,,0,0,0
"ADM2671, TOPICOS ESPECIAIS DE FINANCAS, 2GA",ADM2671,TOPICOS ESPECIAIS DE FINANCAS,LEONARDO LIMA GOMES,2GA,D,QUA 13-16 DPTO,0,0,0
"ADM2672, TOPICOS ESPECIAIS DE FINANCAS, 2GA",ADM2672,TOPICOS ESPECIAIS DE FINANCAS,NAIELLY LOPES MARQUES,2GA,D,QUA 13-16 I004,0,0,0
"ADM2754, GESTAO DE MARKETING, 2GA",ADM2754,GESTAO DE MARKETING,ALESSANDRA BAIOCCHI ANTUNES CORREA,2GA,D,QUA 16-19 I008,0,0,0
"ADM2770, TOPICOS ESPECIAIS DE MARKETING, 2GA",ADM2770,TOPICOS ESPECIAIS DE MARKETING,MARCUS WILCOX HEMAIS,2GA,D,TER 13-16 I004,0,0,0
"ADM2828, SEMINARIO DE TESE, 2GA",ADM2828,SEMINARIO DE TESE,LUIS ALEXANDRE GRUBITS DE PAULA PESSOA,2GA,D,SEG 16-19 I001,0,0,0
"ADM2832, METODOS QUANTITATIVOS II, 2GA",ADM2832,METODOS QUANTITATIVOS II,JORGE FERREIRA DA SILVA,2GA,D,QUI 16-19 I008,0,0,0
"ADM2834, METODOLOGIA EM FINANCAS II, 2GA",ADM2834,METODOLOGIA EM FINANCAS II,CARLOS DE LAMARE BASTIAN PINTO,2GA,D,QUA 16-19 I009,0,0,0
"ADM2836, METODOLOGIA DE PESQUISA, 2GA",ADM2836,METODOLOGIA DE PESQUISA,RENATA PEREGRINO DE BRITO,2GA,D,QUA 13-16 I001,0,0,0
"ADM2838, METODOS QUALITATIVOS II, 2GA",ADM2838,METODOS QUALITATIVOS II,ALESSANDRA DE SA MELLO DA COSTA,2GA,D,QUA 16-19 I001,0,0,0
"ADM2840, TOP AVANCADOS FINANCAS I, 2GA",ADM2840,TOP AVANCADOS FINANCAS I,MARCELO CABUS KLOTZLE,2GA,D,SEG 16-19 I002,0,0,0
"ADM2842, TOP AVANCADOS MARKETING I, 2GA",ADM2842,TOP AVANCADOS MARKETING I,JORGE BRANTES FERREIRA,2GA,D,QUI 16-19 I001,0,0,0
"ADM2844, TOP AVANCADOS ORGANIZACOES I, 2GA",ADM2844,TOP AVANCADOS ORGANIZACOES I,ALESSANDRA DE SA MELLO DA COSTA,2GA,D,TER 16-19 I001,0,0,0
"ADM2846, TOP AVANCADOS ESTRATEGIA I, 2GA",ADM2846,TOP AVANCADOS ESTRATEGIA I,CLARICE SECCHES KOGUT,2GA,D,TER 13-16 I009,0,0,0
"ADM2955, ANALISE MULTIVARIADA, 2GA",ADM2955,ANALISE MULTIVARIADA,JORGE FERREIRA DA SILVA,2GA,D,QUI 13-16 DPTO,0,0,0
"ADM2957, FUNDAMENTOS DE ESTATISTICA, 2GA",ADM2957,FUNDAMENTOS DE ESTATISTICA,JORGE BRANTES FERREIRA,2GA,D,,0,0,0
"ADM2961, SEMIN PESQUISA DA AREA, 2GA",ADM2961,SEMIN PESQUISA DA AREA,MARCOS COHEN,2GA,D,SEG 16-19 I008,0,0,0
"ADM2962, SEMIN PESQUISA DA AREA, 2GA",ADM2962,SEMIN PESQUISA DA AREA,LUIZ EDUARDO TEIXEIRA BRANDAO,2GA,D,SEG 16-19,0,0,0
"ADM2963, SEMIN PESQUISA DA AREA, 2GA",ADM2963,SEMIN PESQUISA DA AREA,JORGE BRANTES FERREIRA,2GA,D,TER 16-19 I009,0,0,0
"ADM2964, SEMIN PESQUISA DA AREA, 2GA",ADM2964,SEMIN PESQUISA DA AREA,ANA HELOISA DA COSTA LEMOS,2GA,D,TER 16-19 I008,0,0,0
"ADM3000, DISSERTACAO DE MESTRADO, 2GA",ADM3000,DISSERTACAO DE MESTRADO,COORDENADOR DE CURSO,2GA,I,,0,0,0
"ADM3004, EXAME DE QUALIFICACAO, 2GA",ADM3004,EXAME DE QUALIFICACAO,COORDENADOR DE CURSO,2GA,D,,0,0,0
"ADM3010, DISSERTACAO DE MESTRADO, 2GA",ADM3010,DISSERTACAO DE MESTRADO,COORDENADOR DE CURSO,2GA,I,,0,0,0
"ADM3100, TESE DE DOUTORADO, 2GA",ADM3100,TESE DE DOUTORADO,COORDENADOR DE CURSO,2GA,D,,0,0,0
"ADM3200, ESTAGIO DOCENCIA NA GRADUACAO, 2GA",ADM3200,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2GA,D,GAVEA,0,3,0
"ADM3210, ESTAGIO DOCENCIA NA GRADUACAO, 2GA",ADM3210,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2GA,D,GAVEA,0,3,0
"ADM3220, ESTAGIO DOCENCIA NA GRADUACAO, 2GA",ADM3220,ESTAGIO DOCENCIA NA GRADUACAO,COORDENADOR DE CURSO,2GA,I,GAVEA,0,3,0
"ADM9974, LEADERSHIP IN ORG INT RES, 2GA",ADM9974,LEADERSHIP IN ORG INT RES,LUIZA DE SOUZA E SILVA MARTINS,2GA,I,TER 13-15 L446,0,2,0
"ADM9977, BUS. AND INNOVATION ECOSYSTEMS, 2GA",ADM9977,BUS. AND INNOVATION ECOSYSTEMS,MARTIM FRANCISCO DE OLIVEIRA E SILVA,2GA,I,SEX 07-09 I007,0,2,0
"ADM9981, MKT STRATS THRU CONS BEHAVIOR, 2GA",ADM9981,MKT STRATS THRU CONS BEHAVIOR,ANDRE LACOMBE PENNA DA ROCHA,2GA,I,TER 15-17 I002  QUI 15-17 I002,0,0,0
"ADM9983, VALUATION AND REAL OPTIONS, 2GA",ADM9983,VALUATION AND REAL OPTIONS,CARLOS DE LAMARE BASTIAN PINTO,2GA,I,TER 11-13 LBIAG  QUI 11-13 LBIAG,0,0,0
"ARQ1001, TEORIA/HISTORIA ARQUITETURA I, 18A",ARQ1001,TEORIA/HISTORIA ARQUITETURA I,ANTONIO JOSE DE SENA BATISTA,18A,I,QUA 09-12 L222,0,0,0
"ARQ1001, TEORIA/HISTORIA ARQUITETURA I, 18B",ARQ1001,TEORIA/HISTORIA ARQUITETURA I,ANTONIO JOSE DE SENA BATISTA,18B,I,SEG 09-12 L222,0,0,0
"ARQ1002, TEORIA/HISTORIA ARQUITETURA II, 18A",ARQ1002,TEORIA/HISTORIA ARQUITETURA II,LAIS BRONSTEIN PASSARO,18A,I,TER 09-12 L222,0,0,0
"ARQ1002, TEORIA/HISTORIA ARQUITETURA II, 18B",ARQ1002,TEORIA/HISTORIA ARQUITETURA II,LAIS BRONSTEIN PASSARO,18B,I,QUI 09-12 L222,0,0,0
"ARQ1003, URBANISMO, 18A",ARQ1003,URBANISMO,ROBERTO ANDERSON DE MIRANDA MAGALHAES,18A,I,SEG 07-09 L664  QUA 07-09 L664,0,0,0
"ARQ1003, URBANISMO, 18B",ARQ1003,URBANISMO,PRISCILA COLI ROCHA,18B,I,TER 14-16 L450  QUI 14-16 L450,0,0,0
"ARQ1004, PLANEJAMENTO URBANO/REGIONAL, 18A",ARQ1004,PLANEJAMENTO URBANO/REGIONAL,RAUL BUENO ANDRADE SILVA,18A,I,QUI 11-13 L516,0,0,0
"ARQ1004, PLANEJAMENTO URBANO/REGIONAL, 18B",ARQ1004,PLANEJAMENTO URBANO/REGIONAL,RAUL BUENO ANDRADE SILVA,18B,I,SEX 11-13 L582,0,0,0
"ARQ1005, TEO E HIST DA ARQUITETURA III, 18A",ARQ1005,TEO E HIST DA ARQUITETURA III,ANA LUIZA DE SOUZA NOBRE,18A,I,QUA 13-16 L122,0,0,0
"ARQ1005, TEO E HIST DA ARQUITETURA III, 18B",ARQ1005,TEO E HIST DA ARQUITETURA III,ANTONIO JOSE DE SENA BATISTA,18B,I,TER 09-12 L570,0,0,0
"ARQ1006, CONFORTO AMBIENTAL, 18A",ARQ1006,CONFORTO AMBIENTAL,WALTER DOS SANTOS TEIXEIRA FILHO,18A,I,QUA 07-10 L122,0,0,0
"ARQ1006, CONFORTO AMBIENTAL, 18B",ARQ1006,CONFORTO AMBIENTAL,WALTER DOS SANTOS TEIXEIRA FILHO,18B,I,QUA 10-13 L122,0,0,0
"ARQ1101, INTRODUCAO AO PROJETO, 18A",ARQ1101,INTRODUCAO AO PROJETO,DELY SOARES BENTES,18A,I,SEG 13-19 IMA1  QUA 13-19 IMA1,0,0,0
"ARQ1101, INTRODUCAO AO PROJETO, 18B",ARQ1101,INTRODUCAO AO PROJETO,FERNANDO MAURICIO ESPOSITO GALARCE,18B,I,SEG 13-19 IMA1  QUA 13-19 IMA1,0,0,0
"ARQ1101, INTRODUCAO AO PROJETO, 18C",ARQ1101,INTRODUCAO AO PROJETO,LUCIANO ROSA ALONSO ALVARES,18C,I,SEG 13-19 IMA1  QUA 13-19 IMA1,0,0,0
"ARQ1101, INTRODUCAO AO PROJETO, 18D",ARQ1101,INTRODUCAO AO PROJETO,HERMANO BRAGA VIRIATO DE FREITAS FILHO,18D,I,SEG 13-19 IMA1  QUA 13-19 IMA1,0,0,0
"ARQ1102, PROJETO ESPACO RESIDENCIAL I, 18A",ARQ1102,PROJETO ESPACO RESIDENCIAL I,DELY SOARES BENTES,18A,I,SEG 13-19 IMA2  QUA 13-19 IMA2,0,0,0
"ARQ1102, PROJETO ESPACO RESIDENCIAL I, 18B",ARQ1102,PROJETO ESPACO RESIDENCIAL I,LUCIANO ROSA ALONSO ALVARES,18B,I,SEG 13-19 IMA2  QUA 13-19 IMA2,0,0,0
"ARQ1102, PROJETO ESPACO RESIDENCIAL I, 18C",ARQ1102,PROJETO ESPACO RESIDENCIAL I,CAIO CARVALHO CALAFATE,18C,I,SEG 13-19 IMA2  QUA 13-19 IMA2,0,0,0
"ARQ1102, PROJETO ESPACO RESIDENCIAL I, 18D",ARQ1102,PROJETO ESPACO RESIDENCIAL I,FERNANDO CESAR NEGRINI MINTO,18D,I,SEG 13-19 IMA2  QUA 13-19 IMA2,0,0,0
"ARQ1103, PROJETO ESPACO TRABALHO, 18A",ARQ1103,PROJETO ESPACO TRABALHO,PEDRO BARRETO DE MORAES,18A,I,TER 13-19 IMA1  QUI 13-19 IMA1,0,0,0
"ARQ1103, PROJETO ESPACO TRABALHO, 18B",ARQ1103,PROJETO ESPACO TRABALHO,ALZIRO AZEVEDO CARVALHO NETO,18B,I,TER 13-19 IMA1  QUI 13-19 IMA1,0,0,0
"ARQ1103, PROJETO ESPACO TRABALHO, 18C",ARQ1103,PROJETO ESPACO TRABALHO,NANDA ESKES,18C,I,TER 13-19 IMA1  QUI 13-19 IMA1,0,0,0
"ARQ1103, PROJETO ESPACO TRABALHO, 18D",ARQ1103,PROJETO ESPACO TRABALHO,ISRAEL FONSECA NUNES JUNIOR,18D,I,TER 13-19 IMA1  QUI 13-19 IMA1,0,0,0
"ARQ1104, PROJETO ESPACO COLETIVO, 18A",ARQ1104,PROJETO ESPACO COLETIVO,PRISCILA COLI ROCHA,18A,I,TER 13-19 IMA2  QUI 13-19 IMA2,0,0,0
